Seller SKU ID,ISBN13,Title,Author,Publisher,Binding,Language,Book Subcategory,Main Image URL,Other Image URL 1,Other Image URL 2,Other Image URL 3,Other Image URL 4,Other Image URL 5,Other Image URL 6,Other Image URL 7,Other Image URL 8,Other Image URL 9,Other Image URL 10,Edition,Publication Year,Pages,Genre,Items Included,ISBN10,About Author,Description,Pack of,Genre New,Book Category
Dark Verse series 6 book,9784562016471,"Dark Verse Series Books Collection, The Predator, The Reaper, The Emperor, The Finisher, The Annihilator, The Syndicator, RuNyx, Paperback, English",RuNyx,Independently Published,Paperback,English,Fantasy Fiction Books,https://img.fkcdn.com/image/xif0q/book/f/w/m/dark-verse-series-books-collection-the-predator-the-reaper-the-original-imah9yw3xjaaycgc.jpeg,,,,,,,,,,,2022,,1956,Romance::Dark::Mystery::Contemporary Romance::Suspense,,,"RuNyx is a contemporary romance author known for her emotionally intense and dark storytelling. Her novels often feature complex characters, morally gray themes, and intricate plots that captivate readers. With books like The Dark Side series, RuNyx has gained a loyal fanbase for her unique writing style, which blends passion, suspense, and depth. RuNyx, contemporary romance, dark romance, emotional, complex characters, The Dark Side series, suspense, passion, storytelling.","The Predator is the first book in The Dark Side series, blending dark romance and suspense. It follows the intense relationship between Morana Vitalio, a brilliant hacker, and Tristan Caine, a cold and dangerous man with a mysterious past. As they navigate their enemies and a web of secrets, their chemistry ignites into a gripping tale of power, trust, and love. RuNyx, dark romance, suspense, Morana Vitalio, Tristan Caine, power, trust, secrets, love, The Dark Side series.
The Reaper is the second installment in The Dark Side series, focusing on Dante Maroni, a brooding mafia heir, and Amara, a woman with a haunted past. Their paths intertwine in a story of redemption, vengeance, and forbidden love, set against a dangerous underworld backdrop. RuNyx, dark romance, mafia, Dante Maroni, Amara, redemption, vengeance, forbidden love, suspense, The Dark Side series.
The Emperor follows the story of Alpha, the enigmatic leader of the underworld, and Cassia, a woman whose strength challenges his control. This dark and passionate tale explores themes of power, sacrifice, and the fragile balance between dominance and vulnerability. RuNyx, dark romance, Alpha, Cassia, power, sacrifice, vulnerability, dominance, suspense, The Dark Side series.
The Finisher delves into the life of a deadly assassin who encounters an unexpected force that disrupts his calculated existence. Packed with intrigue, tension, and emotional depth, the story blends high-stakes action with an irresistible romance. RuNyx, dark romance, assassin, suspense, intrigue, high stakes, emotional, romance.
The Annihilator is a tale of revenge, survival, and passion. It centers on a character driven by rage and destruction, whose journey is altered by an unexpected bond. The book explores the thin line between hate and love in a deeply emotional and intense narrative. RuNyx, dark romance, revenge, survival, destruction, passion, emotional, intense, love-hate.
The Syndicator is a gripping story set in the dark underworld, featuring a powerful syndicate leader and their unexpected romantic entanglement. The book masterfully weaves themes of loyalty, betrayal, and power struggles into a tale of forbidden passion. RuNyx, dark romance, syndicate, loyalty, betrayal, power, forbidden love, underworld, passion.",6,Fiction,Fiction Books
5 Book dark verse set,9784316857039,Dark Verse Series Set of 5 Books The Predator + The Reaper + The Emperor + The Finisher + The Annihilator,RuNyx,JMD BOOKS,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/n/x/e/dark-verse-series-set-of-5-books-the-predator-the-reaper-the-original-imah9c47dybdxgmr.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
Dark Verse series 6 book set.,9787600947560,"Dark Verse Series Set of 6 Books The Predator + The Reaper + The Emperor + The Finisher + The Annihilator + The Syndicater (English, Paperback, RuNyx)  (Paperback, ruNyx)",RuNyx,monk,Paperback,English,Romance Books,https://img.fkcdn.com/image/xif0q/book/n/w/t/dark-verse-series-set-of-6-books-the-predator-the-reaper-the-original-imahayn6hqscyjya.jpeg,,,,,,,,,,,2024,,,,1-MPDARKVERSES5BOOKCOMBOFEB25001,,,,,,Other Books
Dead Med,9787294655413,Dead Med,Freida McFadden,Freida McFadden,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/w/k/i/dead-med-original-imahczg8hadqrmmk.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
Dead Med By Freida McFadden,9785479359453,"Dead Med By 
Freida McFadden",Freida McFaddenFreida McFadden,Ans Ind,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/t/h/u/dead-med-by-freida-mcfadden-original-imahczgpzxn8hfhk.jpeg,,,,,,,,,,,first,,,Fictions,,,,,,,Other Books
Deep Work: Rules for Focused Success in a Distracted World ,9780349413686,Deep Work,Newport Cal,"Little, Brown Book Group",Paperback,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/k/9/l/deep-work-original-imahh5vzduv3xzzg.jpeg,https://img.fkcdn.com/image/xif0q/book/j/r/k/deep-work-rules-for-focused-success-in-a-distracted-world-original-imahg3yxhh7q8sgp.jpeg,,,,,,,,,,2016,2016,304,Self-Help,,"9780349413686,","Cal Newport is an Associate Professor of Computer Science at Georgetown University who writes for general audiences about the intersections of culture and technology. He is the author of eight books, including, most recently, Slow Productivity, A World Without Email, Digital Minimalism, and Deep Work. These titles include multiple New York Times bestsellers and have been published in over 40 languages. Newport is also a contributing writer for The New Yorker and the host of the Deep Questions podcast.",Popular blogger Cal Newport reveals the new key to achieving success and true meaning in professional life - the ability to master distraction.,1,"Economics, Finance & Business Management","Economics, Business and Management Books"
"Deep work (Paperback,Cal Newport)",9789714328686,Deep work,Cal Newport,Grafixvillah,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/7/h/c/deep-work-original-imahh6fghng9rayd.jpeg,https://img.fkcdn.com/image/xif0q/book/f/p/3/deep-work-original-imahh6fgwqypzazj.jpeg,,,,,,,,,,,,,,,,,"Cal Newport discusses in his new book, Deep Work: Rules For Focused Success In A Distracted World, about how professionals of today have started valuing quantity over quality; and how this has turned young professionals of today into puppets who try to indulge in extensive multitasking, dealing with multiple emails and projects. This prevents them from doing 'deep work'; which is focused work free from all other distractions. This also means that the professionals of today should sort out their priorities. Newport uses principles of psychology and neuroscience to enhance his points. He elaborates how to improve a person's cognitive abilities and how employers should encourage workers to not take shortcuts for completing projects. He claims that the best way to break away from the corporate race is to take a break from technology and social media and use some alone-time to rewind and introspect. Newport enforces the beliefs of a non-technophile to deliver work that is productive and efficiently delivered.",,,Other Books
Deep Work: rules for focused success in distracted world,9785960610209,"DEEP WORK, rules for focused success in destracted world by CAL NEWPORT",Cal newport,Piatkus publication,Paperback,English,Career Advice Books,https://img.fkcdn.com/image/xif0q/book/7/g/g/deep-work-rules-for-focused-success-in-destracted-world-by-cal-original-imahf548byfazdy5.jpeg,https://img.fkcdn.com/image/xif0q/book/z/v/f/deep-work-rules-for-focused-success-in-destracted-world-by-cal-original-imahf548cw2tyzg4.jpeg,https://img.fkcdn.com/image/xif0q/book/h/z/n/deep-work-rules-for-focused-success-in-destracted-world-by-cal-original-imahf54898s8hcva.jpeg,,,,,,,,,Recent,2016,300,Nonfiction::Self help::Improve your mind::Self improvement,1 book + invoice Bill,5960610203,"Cal is an MIT-trained computer science professor at Georgetown University who also writes about the intersections of technology, work, and the quest to find depth in an increasingly distracted world. Want to live a deeper life?","By Newport's definition, deep work refers to: “Professional activity performed in a state of distraction-free concentration that push your cognitive capabilities to their limit. These efforts create new value, improve your skill, and are hard to replicate.”",1,"Health, Relationships & Personal development::Economics, Finance & Business Management::Lifestyle & Leisure::Fiction::Graphic Novels & Comic Books",Self-Help Books
Deep Work: Rules for Focused Success in a Distracted World,9782744332678,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,Genric,Paperback,English,Career Advice Books,https://img.fkcdn.com/image/xif0q/book/m/b/c/deep-work-rules-for-focused-success-in-a-distracted-world-original-imahce8hgnvxupud.jpeg,,,,,,,,,,,1,2013,290,self help book,,,"Cal Newport is an Associate Professor of Computer Science at Georgetown University who writes for general audiences about the intersections of culture and technology. He is the author of eight books, including, most recently, Slow Productivity, A World Without Email, Digital Minimalism, and Deep Work. These titles include multiple New York Times bestsellers and have been published in over 40 languages. Newport is also a contributing writer for The New Yorker and the host of the Deep Questions podcast.","Popular blogger Cal Newport reveals the new key to achieving success and true meaning in professional life - the ability to master distraction. About the Author Cal Newport holds the position of assistant Computer Science professor at Georgetown University and his area of specialization is 'distributed algorithms'. He graduated from Dartmouth and obtained a PH.D. from MIT. Apart from studying technological development, he has authored books describing the impact of recent technological developments on our daily lives and work. Deep Work turned out to be a Wall Street bestseller immediately and garnered positive reviews from all major newspapers. His first book, So Good They Can't Ignore You, talks about the common myth of 'following your passion' and how it can actually prove to be detrimental. The controversial self help books penned by him are realistic and appeal to practical readers across the globe.",1,,Other Books
"Deep Work (Paperback,Cal Newport)  ",9781808131196,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,Grafixvilla,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/4/e/n/deep-work-rules-for-focused-success-in-a-distracted-world-original-imahemhchqsxfqmf.jpeg,https://img.fkcdn.com/image/xif0q/book/9/a/1/deep-work-rules-for-focused-success-in-a-distracted-world-original-imahemhcgutjspux.jpeg,,,,,,,,,,2020,2020,295,Business::Productivity::Self-Help::Cognitive Psychology,,1455586692,Cal Newport is a computer science professor at Georgetown University and productivity expert. He coined the term “deep work” and is known for works on digital minimalism and focus culture,"Deep Work is a transformative guide according to productivity expert Cal Newport, advocating for focused, uninterrupted work in an age of digital distractions. Anchored in two key sections, the book explains:

Why ""deep work""—cognitive, distraction-free focus—is both rare and incredibly valuable.

How to cultivate it through four foundational rules, including structuring your environment, embracing boredom, quitting social media, and minimizing shallow tasks.

Packed with practical examples—such as Woody Allen writing manually to avoid digital distraction and Mark Twain working in solitude—Newport demonstrates that deep work is the secret to mastering complex skills, producing elite output, and achieving long-term fulfillment",1,,Other Books
"Deep Work (Paperback, Cal Newport)  ",9788805393954,"Deep Work: Rules for Focused Success in a Distracted World
(The Book Bridge)",Cal Newport.,Grand Central Publishing,Paperback,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/k/f/s/deep-work-rules-for-focused-success-in-a-distracted-world-the-original-imaherbaqysgdcnv.jpeg,https://img.fkcdn.com/image/xif0q/book/b/j/x/deep-work-rules-for-focused-success-in-a-distracted-world-the-original-imaherbaxm6aaafs.jpeg,,,,,,,,,,1st Edition,2016,304,Self-Help::Productivity::Personal Development::Business & Economics,,0-9265-2225-6,,"Deep Work: Rules for Focused Success in a Distracted World"" by Cal Newport is a groundbreaking self-help and productivity book that teaches readers how to focus without distraction on cognitively demanding tasks. In an age of constant notifications and multitasking, Newport explains why cultivating the ability to do deep work is one of the most valuable skills for success.

Blending science, real-world examples, and practical advice, this book provides actionable strategies to help professionals, students, and creatives achieve more in less time. Whether you're looking to boost your career, enhance learning, or simply work with more purpose, Deep Work offers the tools to master focus and reclaim productivity in a distracted world.",,,Other Books
Dharm ,9789334222364,Dharm (Marathi) | ????  (?????),Samar,Samar Publication,Paperback,Marathi,Other Books,https://img.fkcdn.com/image/xif0q/book/f/r/b/dharm-marathi-original-imahayknxzdb57fw.jpeg,,,,,,,,,,,,2024,225,,,,,"""",,,Other Books
Dog Man 13,9789359542102,Dog Man 13,Pilkey Dav,Scholastic India Pvt Ltd,Hardcover,English,Other Children Books,https://img.fkcdn.com/image/xif0q/book/a/c/d/dog-man-13-big-jim-begins-graphic-novel-original-imah6njhyjzx9egr.jpeg,,,,,,,,,,,,,,Juvenile Fiction,,,,,,"Children, Teen & Educational",Children and Young Adult Books
Dog Man Set of 3 Book,9788310113931,"Dog Man Set of 3 Books: Dog Man, Unleashed, A Tale of Two Kitties, Dav Pilkey, Paperback, English",Dav Pilkey,Scholastic,Paperback,English,Children's Picture and Activity Books,https://img.fkcdn.com/image/xif0q/book/4/j/r/dog-man-set-of-3-books-dog-man-unleashed-a-tale-of-two-kitties-original-imah7by8atvmwzkm.jpeg,,,,,,,,,,,2018,2018,720,Childrens,,9782018081004,"Dav Pilkey is an American author and illustrator, best known for his Captain Underpants and Dog Man series. His humorous and action-packed books have captured the imaginations of kids worldwide. Pilkey's creative journey started young, even though he was often sent out of class for being disruptive. He channeled that energy into his drawings and stories, ultimately creating his iconic characters. Pilkey has also been open about his struggles with ADHD and dyslexia, inspiring young readers with similar challenges. His books are perfect for kids who love humor, adventure, and heartwarming stories about friendship and heroism.","The Dog Man Boxed Set includes three of Dav Pilkey’s wildly popular books: Dog Man, Dog Man Unleashed, and Dog Man: A Tale of Two Kitties. These graphic novels follow the hilarious adventures of Dog Man, a half-dog, half-human police officer with a knack for solving crimes in the funniest ways. With his loyal sidekick, Petey the Cat, and plenty of action, kids are hooked on the goofy humor, fun illustrations, and fast-paced storytelling. Perfect for young readers who love graphic novels, superheroes, and laugh-out-loud moments.",3,Graphic Novels & Comic Books,Graphic Novels and Comics
DON'T BELIEVE EVERYTHING YOU THINK +MASTER YOUR MINDSET,9788558633949,DON'T BELIEVE EVERYTHING YOU THINK +MASTER YOUR MINDSET,JOSEPH NGUYEH::MINDSET READING,VJB,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/d/j/c/don-t-believe-everything-you-think-master-your-mindset-original-imah7ssynvwgcvkz.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
Dont believe+You became+Think straight+Master+Inner,9785460962037,DON'T BELIEVE EVERYTHING YOU THINK +MASTER YOUR MINDSET +THINK STRAIGHT +WIN YOUR INNER BATTLES + YOU BECOME WHAT YOU THINK,JOSEPH NGUYEH::MINDSET READING,HH,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/s/v/j/don-t-believe-everything-you-think-master-your-mindset-think-original-imahbbb6khb8vgc4.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
Dont sweat small stuff,9788437245065,DONT SWEAT THE SMALL STUFF,Richard Carlson,JAIDAMBARITAI,Paperback,English,"Body, Mind and Spirit Books",https://img.fkcdn.com/image/xif0q/book/y/h/x/dont-sweat-the-small-stuff-original-imah6te38r33wmtt.jpeg,,,,,,,,,,,1,2024,224,SELF HELP,1,0-3526-8489-5,"During his life, Richard Carlson, Ph.D, was considered one of the foremost experts in happiness and stress reduction in the United States and around the world and was a frequent featured guest on such shows as Oprah, The Today Show, The View, NNC, CNN, Fox, PBS and over 2000 other shows.Don’t Sweat the Small Stuff continued to be a publishing phenomenon with over 20 titles in the brand franchise, two of which were co-authored and authored with his beloved wife, Kris. He died of a pulmonary embolism in December 2006, at the age of forty-five.

The words “Don’t Sweat the Small Stuff” have become a part of American Culture thanks to Richard Carlson’s book that became a runaway best-seller and made publishing history as the #1 best-selling book in the United States for two consecutive years.

Don’t Sweat the Small Stuff spent over 100 weeks on the New York Times Best-Seller list and is still considered one of the fastest selling books of all time and has sold over 15 million copies worldwide.","Braille edition of the popular bestseller. ""Let go of the idea that gentle, relaxed people can't be super-achievers,"" advises Dr. Richard Carlson in his widely popular self-help book, DON'T SWEAT THE SMALL STUFF. In 100 chapters--each only a few pages long--Dr. Carlson shares his ideas for living a calmer, richer life. This book has been on the New York Times bestseller list for 38 weeks and is No. 3 on USA TODAY's Best-Selling Books list. Two small volumes in braille.",,"Health, Relationships & Personal development",Other Books
Don't Sweat the Small Stuff,9781473672871,Don't Sweat the Small Stuff,Carlson Richard,Hodder & Stoughton General Division,Paperback,English,Family and Wellness Books,https://img.fkcdn.com/image/xif0q/book/q/0/q/don-t-sweat-the-small-stuff-original-imahgqsswphmnrwq.jpeg,,,,,,,,,,,Latest,2021,252,Family & Relationships,,9781473672871,,,,"Health, Relationships & Personal development",Healthy Living and Wellness Books
Dopamine   Detox Eng,9788183286015,"Dopamine Detox : A Simple Guide to Eliminate Distractions and Train Your Brain to Do Hard Things (Paperback,Thibaut Meurisse)",Thibaut Meurisse,Wisdom Tree,Paperback,English,Other History Books,https://img.fkcdn.com/image/xif0q/book/0/r/e/dopamine-detox-a-simple-guide-to-eliminate-distractions-and-original-imahfchkdcfrmq9m.jpeg,https://img.fkcdn.com/image/xif0q/book/r/i/d/dopamine-detox-a-simple-guide-to-eliminate-distractions-and-original-imahfchkfmzwprhu.jpeg,,,,,,,,,,1st,2021,72,SELF HELP,ONE BOOK,,"That's exactly what Thibaut Meurisse offers in his book Dopamine Detox. This article provides a detailed summary of “Dopamine Detox” by Thibaut Meurisse, breaking down the concepts and strategies you can use to detox your mind from the constant craving for instant gratification","Language-based specialization – Promote translated editions for regional audiences.

Combo book bundles – Sell curated sets (e.g., Dopamine Detox + Ikigai, Dopamine Detox + Atomic Habits).

Focus on productivity & habit formation – Group it with similar habit-building titles.",1,"Health, Relationships & Personal development",History and Archaeology Books
"Dopamine Detox (Paperback, Marathi, Thibaut Meurisse)",9788183286343,Dopamine Detox: Tumchya manaala kathin karye karanyasaathi aani adthale dur karanyas prashikshit karnaari ek sopi margdarshika (Marathi),Thibaut Meurisse,Wisdom Tree,Paperback,Marathi,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/e/x/i/dopamine-detox-tumchya-manaala-kathin-karye-karanyasaathi-aani-original-imah5p8tz32nt2dx.jpeg,https://img.fkcdn.com/image/xif0q/book/m/y/o/dopamine-detox-tumchya-manaala-kathin-karye-karanyasaathi-aani-original-imah4qbhb8gmchee.jpeg,,,,,,,,,,,2024,80,Classical,,8183286348,,,,,Other Books
Dork Diaries Book Set,9783909482917,Dork Diaries 10 books box set,Rachel Renee Russell,JMD BOOKS,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/7/5/c/dork-diaries-10-books-box-set-original-imah8cnzwbwrggvs.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"Dork Diaries 12 books set (Paperback, English)",9781471160660,Dork Diaries x 10 title Slipcase set,Russell Rachel Renee,Simon & Schuster Ltd,Paperback,English,General Fiction and Classic Books,https://img.fkcdn.com/image/xif0q/book/x/m/i/dork-diaries-x-10-title-slipcase-set-original-imah6pncz7zgfssf.jpeg,,,,,,,,,,,,,368,Juvenile Fiction,,9781471160660,,"A Dorktastic 10 set collection of the bestselling Dork Diaries series including Dork Diaries, Party Time, How to Dork your Diary, Pop Star, Dear Dork, TV Star, Skating Sensation, Holiday Heartbreak, OMG All About You Diary and Once Upon a Dork. Perfect for Dork Diaries fans everywhere!",,"Children, Teen & Educational",Children and Young Adult Books
Dork Diaries,9781471176425,Dork Diaries x 12 2018 set,Russell Rachel Renee,Simon & Schuster Ltd,Mixed media product,English,Other Children Books,https://img.fkcdn.com/image/k5ihzm80/book/4/2/5/dork-diaries-x-12-2018-set-original-imafz6g5k3xephfz.jpeg,,,,,,,,,,,,2018,,Juvenile Fiction,,9781471176425,,,,"Children, Teen & Educational",Children and Young Adult Books
Dork Diaries Set of 12,9781471176432,Dork Diaries X 12 2018 Shrinpa,Rachel Renee Russell,Simon & Schuster,Paperback,English,Other Books,https://img.fkcdn.com/image/jqmnv680/book/4/3/2/dork-diaries-x-12-2018-shrinpa-original-imafch59g4pvwbpd.jpeg,,,,,,,,,,,,2018,,Childerns Book,,1471176436,,,,,Other Books
"Dotcom Secrets  (English, Paperback, Brunson Russell)",9781401970598,Dotcom Secrets,Brunson Russell,Hay House Inc,Paperback,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/d/g/x/dotcom-secrets-original-imahymwxeycd2xag.jpeg,,,,,,,,,,,First,,432,Business & Economics,,,"Russell Brunson is a serial entrepreneur who started his first online company while he was wrestling at Boise State University. Within a year of graduating he had sold over a million dollars worth of his own products and services from his basement!

For over 10 years now Russell has been starting and scaling companies online. He owns a software company, a supplement company, a coaching company, and is one of the top super affiliates in the world.

DotComSecrets was created to help entrepreneurs around the world to start, promote and grow their companies online.","Master the science of funnel building to grow your company online with sales funnels in this updated edition from the $100M entrepreneur and co-founder of the software company ClickFunnels. DotCom Secrets is not just another ""how-to"" book on internet marketing. This book is not about getting more traffic to your website--yet the secrets you'll learn will help you to get exponentially more traffic than ever before. This book is not about increasing your conversions--yet these secrets will increase your conversions more than any headline tweak or split test you could ever hope to make. Low traffic or low conversion rates are symptoms of a much greater problem that's a little harder to see (that's the bad news), but a lot easier to fix (that's the good news). What most businesses really have is a ""funnel"" problem. Your funnel is the online process that you take your potential customers through to turn them into actual customers. Everyone has a funnel (even if they don't realize it), and yours is either bringing more customers to you, or repelling them. In this updated edition, Russell Brunson, CEO and co-founder of the multimillion-dollar software company ClickFunnels, reveals his greatest secrets to generating leads and selling products and services after running tens of thousands of his own split tests. Stop repelling potential customers. Implement these processes, funnels, frameworks, and scripts now so you can fix your funnel, turn it into the most profitable member of your team, and grow your company online.",,"Economics, Finance & Business Management","Economics, Business and Management Books"
"Dotcom Secrets  (English, Paperback)",9781788178556,Dotcom Secrets,Brunson Russell,Hay House UK Ltd,Paperback,English,Business and Management Books,https://img.fkcdn.com/image/l3dcl8w0/book/i/r/i/dotcom-secrets-original-imageg78q8vkhyec.jpeg,,,,,,,,,,,,,432,Business & Economics,,,,"Master the science of funnel building to grow your company online with sales funnels in this updated edition from the $100M entrepreneur and co-founder of the software company ClickFunnels. DotCom Secrets is not just another ""how-to"" book on internet marketing. This book is not about getting more traffic to your website--yet the secrets you'll learn will help you to get exponentially more traffic than ever before. This book is not about increasing your conversions--yet these secrets will increase your conversions more than any headline tweak or split test you could ever hope to make. Low traffic or low conversion rates are symptoms of a much greater problem that's a little harder to see (that's the bad news), but a lot easier to fix (that's the good news). What most businesses really have is a ""funnel"" problem. Your funnel is the online process that you take your potential customers through to turn them into actual customers. Everyone has a funnel (even if they don't realize it), and yours is either bringing more customers to you, or repelling them. In this updated edition, Russell Brunson, CEO and co-founder of the multimillion-dollar software company ClickFunnels, reveals his greatest secrets to generating leads and selling products and services after running tens of thousands of his own split tests. Stop repelling potential customers. Implement these processes, funnels, frameworks, and scripts now so you can fix your funnel, turn it into the most profitable member of your team, and grow your company online.",,"Economics, Finance & Business Management","Economics, Business and Management Books"
"DOTCOM SECRETS  (Paperback, RUSSELL BRUNSON)",9785994327272,DOTCOM SECRETS,RUSSELL BRUNSON,BEST FICTION BOOKS,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/3/i/q/dotcom-secrets-original-imahe926dgpq7dmq.jpeg,,,,,,,,,,,1,2025,300,,,,,,,,Other Books
Dotcom Secrets: English,9781630474782,Dotcom Secrets,Brunson Russell,Morgan James Publishing,Electronic book text,English,Business and Management Books,https://img.fkcdn.com/image/k1nw9zk0/book/7/8/2/dotcom-secrets-original-imafh63bcnzkke6f.jpeg,,,,,,,,,,,,,236,Business & Economics,,9781630474782,,,,"Economics, Finance & Business Management","Economics, Business and Management Books"
"DotCom Secrets (Paperback, English, Russell Brunson)",9787168493394,"DotCom Secrets (Paperback, English)",Russell Brunson,vishakha hosue,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/v/o/z/dotcom-secrets-paperback-english-original-imah36vthvuawud5.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
Ek Bhakar Tin Chuli,9789394266254,Ek Bhakar Tin Chuli | Deva Zingad | New Era Publishing House | Marathi Book,Deva Zingad,New Era Publishing House,Paperback,Marathi,Biographies and Autobiographies,https://img.fkcdn.com/image/xif0q/book/t/u/j/ek-bhakar-tin-chuli-deva-zingad-new-era-publishing-house-marathi-original-imagxtgkyvpshznh.jpeg,https://img.fkcdn.com/image/xif0q/book/k/0/q/ek-bhakar-tin-chuli-deva-zingad-new-era-publishing-house-marathi-original-imagxtgkpdheuzfn.jpeg,,,,,,,,,,1,2024,350,Biography and True Accounts,1,9789394266254,,,1,,Other Books
"Ek Hota Carver  (Marathi, Paperback)",9788174348197,Ek Hota Carver,unknown,Rajhansa Prakashan,Paperback,Marathi,Biographies and Autobiographies,https://img.fkcdn.com/image/book/1/9/7/ek-hota-carver-original-imaehfnapgurzf32.jpeg,,,,,,,,,,,1,2015,,Biography & Autobiography,,8174348190,,,,"Biography, Literature & Literary studies","Biographies, Memoirs and General Non-Fiction Books"
Ek Hota Carver  (Marathi),9788174340474,Ek Hota Carver,Gavankar Veena,Rajhansa Prakashan,Undefined,Marathi,Biographies and Autobiographies,https://img.fkcdn.com/image/book/4/7/4/ek-hota-carver-original-imaegxgnfanxfkde.jpeg,,,,,,,,,,,,,,Biography & Autobiography,,9788174340474,,,,"Biography, Literature & Literary studies","Biographies, Memoirs and General Non-Fiction Books"
Elon Musk Story,9789510486184,Elon Musk,Walter Isaacson,FSC,Paperback,English,Other History Books,https://img.fkcdn.com/image/xif0q/book/o/2/a/elon-musk-original-imahehkvv8tg9hgf.jpeg,,,,,,,,,,,Latest,2023,400,biography::Business,1 Paperback Book,9789510486184,"Ashlee Vance is an American author and journalist, best known for writing the biography Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future. He is a former writer for The New York Times and The Economist. Vance has a background in technology reporting and has written extensively on Silicon Valley and innovation. His biography of Elon Musk has received widespread acclaim for its in-depth, balanced portrayal of the entrepreneur.","Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future by Ashlee Vance offers an in-depth look into the life of one of the most influential entrepreneurs of the 21st century. It chronicles Musk's groundbreaking ventures—Tesla, SpaceX, and SolarCity—highlighting his vision, challenges, and relentless pursuit of innovation. The biography provides a balanced perspective on Musk’s personal struggles and professional triumphs, making it an engaging read for anyone interested in technology, business, and the future of humanity.",1,Computing & Information Technology,History and Archaeology Books
The Essays Of Warren Buffet,9788126543601,Essays Of Warren Buffet 3/Ed: Lessons for Investors and Managers Revised ed by Cunningham,CUNNINGHAM,Wiley,,Others,Medical and Nursing Books,http://img.fkcdn.com/image/book/6/0/1/essays-of-warren-buffett-3-ed-lessons-for-investors-and-managers-original-imaefwmfutkwkwnw.jpeg,http://img.fkcdn.com/image/book/6/0/1/essays-of-warren-buffett-3-ed-lessons-for-investors-and-managers-original-imadr4zuuhzy4ptg.jpeg,,,,,,,,,,,,,,,8126543604,,,,,Higher Education and Professional Books
Famous Five: 21 Exciting Adventures (set Of 21 Books),9788962608007,Famous Five: 21 Exciting Adventures! (set Of 21 Books),Enid Blyton,JMD BOOKS,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/i/9/0/famous-five-21-exciting-adventures-set-of-21-books-original-imah8csmjhvpxrv2.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"Fearful  (English, Paperback, Roberts Lauren)",9781398548824,Fearful,Roberts Lauren,Simon & Schuster Ltd,Paperback,English,Other Children Books,https://img.fkcdn.com/image/xif0q/book/1/i/g/fearful-original-imahgjkpvcchda22.jpeg,,,,,,,,,,,,,288,,,,,"Mara never intended to set foot in Ilya again. But when the king makes a life-altering decision, her interest is piqued, and Death is determined to understand Kitt Azer's mind if he is destined to join her in the Mors. Spending time with the king while observing the castle's inhabitants reminds Mara that there is more to life than just death. There is love. But even the purest of intentions spur revenge and the pursuit of power. And fate will have its way with all of them - to live, to rule, to love and, most certainly, to die... Follow Lauren Roberts on TikTok and Instagram @LaurenRobertsLibrary RETURN TO ILYA WITH THIS UNMISSABLE COMPANION TO THE MULTI-MILLION COPY GLOBAL BESTSELLING TRILOGY. Also available: Powerless, Powerful, Reckless and Fearless.",,"Children, Teen & Educational",Children and Young Adult Books
Fire Punch your name. Vol. 1 (manga) (combo) (set of 9 books),9780503189662,"Fire Punch, Vol. 01 & Vol. 2 & Vol. 3 & Vol. 4 & Vol. 5 & Vol. 6 & Vol. 7 & Vol. 8 (Tatsuki Fujimoto) + your name. Vol. 1 (manga) (combo) (set of 9 books)",Makoto Shinkai,Tiago,Paperback,English,Manga,https://img.fkcdn.com/image/xif0q/book/u/e/n/fire-punch-vol-01-vol-2-vol-3-vol-4-vol-5-vol-6-vol-7-vol-8-original-imagzyyachrhwhf3.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
